卡号,消费额,付款方式,性别,年龄,物品
13325,41.2805,CARD,F,48,糖果
17747,33.8601,CARD,M,37,鱼类
61618,34.4744,CHEQUE,F,49,蔬菜罐头
61618,34.4744,CHEQUE,F,49,糖果
97148,49.3472,CARD,F,34,蔬菜罐头
97148,49.3472,CARD,F,34,啤酒
97148,49.3472,CARD,F,34,白酒
97148,49.3472,CARD,F,34,软饮料
97148,49.3472,CARD,F,34,糖果
28977,37.2656,CARD,M,33,鲜肉
28977,37.2656,CARD,M,33,蔬菜罐头
28977,37.2656,CARD,M,33,肉罐头
28977,37.2656,CARD,M,33,冻肉
28977,37.2656,CARD,M,33,啤酒
28977,37.2656,CARD,M,33,软饮料
37784,49.0631,CARD,M,41,肉罐头
29107,32.3863,CASH,F,21,肉罐头
29107,32.3863,CASH,F,21,冻肉
63979,39.1,CARD,M,17,肉罐头
63979,39.1,CARD,M,17,啤酒
63979,39.1,CARD,M,17,软饮料
106290,33.0487,CHEQUE,M,35,乳制品
90562,29.0087,CASH,M,24,蔬菜罐头
90562,29.0087,CASH,M,24,肉罐头
90562,29.0087,CASH,M,24,鱼类
99457,38.2007,CARD,F,16,水果
99457,38.2007,CARD,F,16,鲜肉
99457,38.2007,CARD,F,16,蔬菜罐头
99457,38.2007,CARD,F,16,鱼类
25097,20.0102,CASH,M,40,蔬菜罐头
25097,20.0102,CASH,M,40,肉罐头
25097,20.0102,CASH,M,40,冻肉
25097,20.0102,CASH,M,40,软饮料
70359,35.1138,CHEQUE,F,46,水果
70359,35.1138,CHEQUE,F,46,鱼类
87450,48.2053,CARD,F,38,冻肉
87450,48.2053,CARD,F,38,鱼类
23682,29.7183,CHEQUE,M,48,蔬菜罐头
23682,29.7183,CHEQUE,M,48,冻肉
23682,29.7183,CHEQUE,M,48,啤酒
23682,29.7183,CHEQUE,M,48,白酒
66551,43.8679,CASH,M,30,乳制品
66551,43.8679,CASH,M,30,鱼类
69802,43.5423,CASH,F,33,蔬菜罐头
69802,43.5423,CASH,F,33,啤酒
77419,29.7398,CARD,M,36,蔬菜罐头
77419,29.7398,CARD,M,36,冻肉
77419,29.7398,CARD,M,36,啤酒
77419,29.7398,CARD,M,36,糖果
59590,27.9826,CARD,M,26,乳制品
59590,27.9826,CARD,M,26,蔬菜罐头
59590,27.9826,CARD,M,26,冻肉
59590,27.9826,CARD,M,26,啤酒
59590,27.9826,CARD,M,26,软饮料
108832,27.8603,CHEQUE,F,37,鱼类
79001,38.5516,CARD,F,24,白酒
79001,38.5516,CARD,F,24,鱼类
79001,38.5516,CARD,F,24,糖果
26396,22.7651,CARD,M,47,蔬菜罐头
91986,35.1619,CASH,F,26,鲜肉
91986,35.1619,CASH,F,26,蔬菜罐头
36040,37.3032,CASH,M,26,冻肉
36040,37.3032,CASH,M,26,白酒
36040,37.3032,CASH,M,26,软饮料
107876,21.8933,CHEQUE,M,44,啤酒
107876,21.8933,CHEQUE,M,44,白酒
107876,21.8933,CHEQUE,M,44,鱼类
71832,35.8777,CARD,F,43,肉罐头
71832,35.8777,CARD,F,43,鱼类
66618,30.501,CASH,F,50,水果
66618,30.501,CASH,F,50,鲜肉
66618,30.501,CASH,F,50,蔬菜罐头
66618,30.501,CASH,F,50,肉罐头
52128,13.6852,CARD,M,29,蔬菜罐头
52128,13.6852,CARD,M,29,冻肉
17201,37.7746,CARD,M,16,水果
17201,37.7746,CARD,M,16,蔬菜罐头
17201,37.7746,CARD,M,16,白酒
17201,37.7746,CARD,M,16,鱼类
32646,26.531,CHEQUE,M,40,水果
32646,26.531,CHEQUE,M,40,蔬菜罐头
32646,26.531,CHEQUE,M,40,冻肉
32646,26.531,CHEQUE,M,40,啤酒
32646,26.531,CHEQUE,M,40,鱼类
32646,26.531,CHEQUE,M,40,糖果
15109,13.5356,CARD,M,49,冻肉
16055,40.5415,CASH,M,38,鱼类
61789,14.3525,CASH,M,37,蔬菜罐头
61789,14.3525,CASH,M,37,啤酒
61789,14.3525,CASH,M,37,鱼类
10236,42.0572,CASH,F,44,冻肉
10236,42.0572,CASH,F,44,啤酒
39081,47.5807,CHEQUE,M,18,鲜肉
39081,47.5807,CHEQUE,M,18,乳制品
39081,47.5807,CHEQUE,M,18,蔬菜罐头
39081,47.5807,CHEQUE,M,18,肉罐头
39081,47.5807,CHEQUE,M,18,冻肉
39081,47.5807,CHEQUE,M,18,啤酒
39081,47.5807,CHEQUE,M,18,白酒
39081,47.5807,CHEQUE,M,18,软饮料
60820,32.9802,CASH,F,20,蔬菜罐头
55625,44.8626,CARD,F,38,水果
55625,44.8626,CARD,F,38,鲜肉
55625,44.8626,CARD,F,38,肉罐头
55625,44.8626,CARD,F,38,白酒
55625,44.8626,CARD,F,38,软饮料
55625,44.8626,CARD,F,38,糖果
14630,19.5788,CASH,M,31,蔬菜罐头
14630,19.5788,CASH,M,31,冻肉
14630,19.5788,CASH,M,31,啤酒
89106,46.662,CHEQUE,F,32,鲜肉
89106,46.662,CHEQUE,F,32,肉罐头
89106,46.662,CHEQUE,F,32,白酒
89106,46.662,CHEQUE,F,32,糖果
52359,26.2052,CHEQUE,F,16,水果
52359,26.2052,CHEQUE,F,16,冻肉
52359,26.2052,CHEQUE,F,16,白酒
52359,26.2052,CHEQUE,F,16,鱼类
85472,14.5031,CARD,F,48,乳制品
85472,14.5031,CARD,F,48,鱼类
85472,14.5031,CARD,F,48,糖果
14368,34.9178,CHEQUE,F,31,肉罐头
14368,34.9178,CHEQUE,F,31,白酒
14368,34.9178,CHEQUE,F,31,糖果
31921,34.4264,CHEQUE,M,32,水果
31921,34.4264,CHEQUE,M,32,白酒
10150,41.1354,CARD,F,36,水果
10150,41.1354,CARD,F,36,软饮料
59352,49.4212,CASH,F,24,白酒
59352,49.4212,CASH,F,24,鱼类
59352,49.4212,CASH,F,24,糖果
10614,19.0425,CASH,M,25,软饮料
58566,37.6643,CASH,M,46,鲜肉
58566,37.6643,CASH,M,46,软饮料
95655,25.5805,CASH,F,42,蔬菜罐头
95655,25.5805,CASH,F,42,冻肉
95655,25.5805,CASH,F,42,软饮料
95655,25.5805,CASH,F,42,鱼类
10451,15.0174,CHEQUE,M,19,蔬菜罐头
10451,15.0174,CHEQUE,M,19,冻肉
10451,15.0174,CHEQUE,M,19,啤酒
10451,15.0174,CHEQUE,M,19,糖果
28597,19.2051,CARD,M,18,蔬菜罐头
28597,19.2051,CARD,M,18,肉罐头
28597,19.2051,CARD,M,18,冻肉
28597,19.2051,CARD,M,18,啤酒
13903,29.1647,CASH,F,32,水果
13903,29.1647,CASH,F,32,鲜肉
13903,29.1647,CASH,F,32,乳制品
13903,29.1647,CASH,F,32,蔬菜罐头
13903,29.1647,CASH,F,32,肉罐头
13903,29.1647,CASH,F,32,软饮料
69774,25.4476,CASH,M,45,蔬菜罐头
69774,25.4476,CASH,M,45,冻肉
69774,25.4476,CASH,M,45,啤酒
69774,25.4476,CASH,M,45,白酒
69774,25.4476,CASH,M,45,软饮料
33697,21.979,CASH,M,25,肉罐头
33697,21.979,CASH,M,25,白酒
33697,21.979,CASH,M,25,糖果
101784,33.0381,CASH,M,39,蔬菜罐头
101784,33.0381,CASH,M,39,肉罐头
60073,11.656,CARD,M,34,白酒
60073,11.656,CARD,M,34,鱼类
35979,27.747,CARD,M,35,鱼类
99046,23.6457,CASH,M,49,啤酒
99046,23.6457,CASH,M,49,软饮料
40579,49.542,CASH,F,45,白酒
40579,49.542,CASH,F,45,糖果
48893,28.3283,CHEQUE,F,49,糖果
109048,42.5797,CARD,M,49,水果
109048,42.5797,CARD,M,49,蔬菜罐头
109048,42.5797,CARD,M,49,啤酒
109048,42.5797,CARD,M,49,白酒
109048,42.5797,CARD,M,49,鱼类
25256,39.6933,CARD,M,40,鲜肉
25256,39.6933,CARD,M,40,乳制品
25256,39.6933,CARD,M,40,冻肉
25256,39.6933,CARD,M,40,糖果
30504,27.5034,CHEQUE,F,37,鲜肉
30504,27.5034,CHEQUE,F,37,鱼类
33167,24.2185,CASH,F,21,冻肉
33167,24.2185,CASH,F,21,啤酒
43228,40.0922,CASH,M,44,水果
104011,19.5891,CARD,F,42,白酒
104011,19.5891,CARD,F,42,软饮料
52451,49.056,CHEQUE,M,47,鲜肉
52451,49.056,CHEQUE,M,47,乳制品
52451,49.056,CHEQUE,M,47,白酒
75274,32.2881,CARD,M,23,水果
75274,32.2881,CARD,M,23,蔬菜罐头
75274,32.2881,CARD,M,23,软饮料
75274,32.2881,CARD,M,23,鱼类
19193,22.3496,CARD,M,21,白酒
19193,22.3496,CARD,M,21,软饮料
19193,22.3496,CARD,M,21,糖果
32408,38.5706,CASH,F,32,啤酒
96333,27.5586,CARD,M,26,蔬菜罐头
99410,41.1357,CASH,F,40,乳制品
58343,13.3662,CARD,M,44,乳制品
58343,13.3662,CARD,M,44,糖果
12938,49.4836,CHEQUE,F,27,蔬菜罐头
12938,49.4836,CHEQUE,F,27,冻肉
12938,49.4836,CHEQUE,F,27,软饮料
20844,24.3927,CASH,F,45,肉罐头
84605,17.8494,CHEQUE,F,48,水果
83340,27.1358,CASH,F,44,啤酒
83340,27.1358,CASH,F,44,白酒
83340,27.1358,CASH,F,44,软饮料
34605,45.77,CARD,F,49,蔬菜罐头
34605,45.77,CARD,F,49,肉罐头
34605,45.77,CARD,F,49,白酒
34605,45.77,CARD,F,49,软饮料
34605,45.77,CARD,F,49,糖果
106494,46.5812,CARD,F,44,水果
106494,46.5812,CARD,F,44,啤酒
106494,46.5812,CARD,F,44,白酒
99624,20.9334,CHEQUE,F,36,水果
99624,20.9334,CHEQUE,F,36,白酒
99624,20.9334,CHEQUE,F,36,软饮料
47923,26.039,CARD,M,38,乳制品
47923,26.039,CARD,M,38,蔬菜罐头
47923,26.039,CARD,M,38,啤酒
47923,26.039,CARD,M,38,软饮料
71607,23.4978,CASH,F,23,水果
71607,23.4978,CASH,F,23,乳制品
71607,23.4978,CASH,F,23,鱼类
71607,23.4978,CASH,F,23,糖果
103485,23.6343,CASH,M,20,啤酒
27890,22.2416,CARD,M,26,鲜肉
27890,22.2416,CARD,M,26,冻肉
81851,13.9837,CARD,F,19,水果
81851,13.9837,CARD,F,19,乳制品
81851,13.9837,CARD,F,19,鱼类
81851,13.9837,CARD,F,19,糖果
36364,19.7256,CARD,F,48,肉罐头
36364,19.7256,CARD,F,48,鱼类
36951,12.9531,CHEQUE,F,32,啤酒
36951,12.9531,CHEQUE,F,32,糖果
106004,31.9126,CASH,M,27,白酒
106004,31.9126,CASH,M,27,软饮料
40949,10.117,CASH,M,39,水果
40949,10.117,CASH,M,39,乳制品
40949,10.117,CASH,M,39,蔬菜罐头
40949,10.117,CASH,M,39,肉罐头
40949,10.117,CASH,M,39,冻肉
40949,10.117,CASH,M,39,啤酒
35904,38.0608,CHEQUE,F,20,水果
35904,38.0608,CHEQUE,F,20,乳制品
35904,38.0608,CHEQUE,F,20,蔬菜罐头
35904,38.0608,CHEQUE,F,20,白酒
35904,38.0608,CHEQUE,F,20,软饮料
35904,38.0608,CHEQUE,F,20,鱼类
35904,38.0608,CHEQUE,F,20,糖果
80578,30.6867,CARD,F,40,啤酒
80578,30.6867,CARD,F,40,糖果
109504,32.8441,CARD,M,21,鲜肉
109504,32.8441,CARD,M,21,乳制品
109504,32.8441,CARD,M,21,糖果
28528,40.7113,CHEQUE,F,45,肉罐头
28528,40.7113,CHEQUE,F,45,白酒
28528,40.7113,CHEQUE,F,45,糖果
65088,11.9406,CHEQUE,M,19,水果
65088,11.9406,CHEQUE,M,19,鲜肉
65088,11.9406,CHEQUE,M,19,鱼类
65088,11.9406,CHEQUE,M,19,糖果
90147,18.8338,CASH,M,30,乳制品
28498,34.2302,CHEQUE,F,38,白酒
79890,37.4335,CHEQUE,F,50,乳制品
79890,37.4335,CHEQUE,F,50,鱼类
91913,42.8928,CASH,M,45,啤酒
91913,42.8928,CASH,M,45,软饮料
32083,11.4418,CHEQUE,M,42,鲜肉
32083,11.4418,CHEQUE,M,42,乳制品
32083,11.4418,CHEQUE,M,42,肉罐头
100918,18.49,CASH,M,27,蔬菜罐头
100918,18.49,CASH,M,27,肉罐头
100918,18.49,CASH,M,27,冻肉
100918,18.49,CASH,M,27,啤酒
89406,13.2185,CASH,F,37,水果
89406,13.2185,CASH,F,37,啤酒
23037,46.0157,CASH,F,45,水果
23037,46.0157,CASH,F,45,蔬菜罐头
23037,46.0157,CASH,F,45,软饮料
103462,40.3384,CASH,F,26,水果
103462,40.3384,CASH,F,26,啤酒
103462,40.3384,CASH,F,26,白酒
103462,40.3384,CASH,F,26,糖果
89559,24.3813,CHEQUE,F,16,水果
89559,24.3813,CHEQUE,F,16,鲜肉
89559,24.3813,CHEQUE,F,16,肉罐头
89559,24.3813,CHEQUE,F,16,鱼类
55629,49.6018,CASH,M,27,鱼类
72986,25.9767,CARD,F,36,啤酒
19209,46.367,CARD,M,21,水果
19209,46.367,CARD,M,21,鲜肉
19209,46.367,CARD,M,21,蔬菜罐头
19209,46.367,CARD,M,21,冻肉
19209,46.367,CARD,M,21,啤酒
64752,18.8473,CASH,F,38,乳制品
64752,18.8473,CASH,F,38,蔬菜罐头
64752,18.8473,CASH,F,38,啤酒
35519,30.2371,CARD,M,32,冻肉
103168,12.2678,CARD,F,22,水果
103168,12.2678,CARD,F,22,蔬菜罐头
103168,12.2678,CARD,F,22,啤酒
103168,12.2678,CARD,F,22,白酒
103168,12.2678,CARD,F,22,软饮料
103168,12.2678,CARD,F,22,糖果
46071,18.1207,CASH,F,32,水果
46071,18.1207,CASH,F,32,软饮料
46071,18.1207,CASH,F,32,鱼类
109132,30.2881,CASH,F,38,鲜肉
109132,30.2881,CASH,F,38,软饮料
47343,48.9554,CARD,F,41,鲜肉
47343,48.9554,CARD,F,41,冻肉
47343,48.9554,CARD,F,41,白酒
47343,48.9554,CARD,F,41,糖果
47441,13.5428,CARD,F,36,鲜肉
47441,13.5428,CARD,F,36,冻肉
47441,13.5428,CARD,F,36,糖果
93891,36.5954,CARD,F,20,水果
93891,36.5954,CARD,F,20,鱼类
13747,12.3374,CARD,F,38,啤酒
89041,25.085,CHEQUE,M,25,蔬菜罐头
89041,25.085,CHEQUE,M,25,冻肉
89041,25.085,CHEQUE,M,25,啤酒
55295,32.6529,CARD,F,47,水果
55295,32.6529,CARD,F,47,乳制品
55295,32.6529,CARD,F,47,肉罐头
55295,32.6529,CARD,F,47,冻肉
47489,23.0236,CARD,M,41,白酒
47489,23.0236,CARD,M,41,糖果
59580,40.8781,CASH,M,50,水果
59580,40.8781,CASH,M,50,乳制品
59580,40.8781,CASH,M,50,蔬菜罐头
59580,40.8781,CASH,M,50,冻肉
59580,40.8781,CASH,M,50,啤酒
98836,38.6026,CASH,F,29,蔬菜罐头
98836,38.6026,CASH,F,29,白酒
98836,38.6026,CASH,F,29,鱼类
98836,38.6026,CASH,F,29,糖果
92227,42.5332,CASH,F,29,水果
92227,42.5332,CASH,F,29,蔬菜罐头
92227,42.5332,CASH,F,29,白酒
92227,42.5332,CASH,F,29,糖果
25774,38.771,CASH,F,48,鲜肉
25774,38.771,CASH,F,48,蔬菜罐头
25774,38.771,CASH,F,48,肉罐头
25774,38.771,CASH,F,48,白酒
25774,38.771,CASH,F,48,软饮料
25774,38.771,CASH,F,48,鱼类
25774,38.771,CASH,F,48,糖果
101031,47.5206,CARD,M,16,蔬菜罐头
101031,47.5206,CARD,M,16,冻肉
101031,47.5206,CARD,M,16,啤酒
14890,31.8997,CHEQUE,M,29,鲜肉
63420,22.7588,CHEQUE,M,21,水果
63420,22.7588,CHEQUE,M,21,乳制品
63420,22.7588,CHEQUE,M,21,冻肉
63420,22.7588,CHEQUE,M,21,鱼类
103325,46.2279,CARD,F,49,冻肉
72849,20.7743,CARD,M,47,水果
72849,20.7743,CARD,M,47,肉罐头
72849,20.7743,CARD,M,47,啤酒
10987,37.7075,CASH,F,21,水果
10987,37.7075,CASH,F,21,乳制品
10987,37.7075,CASH,F,21,白酒
10987,37.7075,CASH,F,21,糖果
31083,45.6146,CASH,F,26,水果
31083,45.6146,CASH,F,26,鲜肉
31083,45.6146,CASH,F,26,蔬菜罐头
31083,45.6146,CASH,F,26,白酒
31083,45.6146,CASH,F,26,软饮料
31083,45.6146,CASH,F,26,鱼类
31083,45.6146,CASH,F,26,糖果
50258,43.0885,CASH,F,25,鲜肉
70206,15.322,CHEQUE,M,33,水果
70206,15.322,CHEQUE,M,33,蔬菜罐头
19519,12.4083,CARD,M,31,乳制品
19519,12.4083,CARD,M,31,冻肉
19519,12.4083,CARD,M,31,啤酒
19519,12.4083,CARD,M,31,糖果
14658,46.8048,CARD,F,36,肉罐头
14658,46.8048,CARD,F,36,白酒
14658,46.8048,CARD,F,36,鱼类
14658,46.8048,CARD,F,36,糖果
85860,30.4116,CASH,F,17,鲜肉
85860,30.4116,CASH,F,17,乳制品
85860,30.4116,CASH,F,17,肉罐头
85860,30.4116,CASH,F,17,糖果
50087,40.9255,CARD,F,45,白酒
96078,10.4612,CASH,M,37,水果
96078,10.4612,CASH,M,37,蔬菜罐头
96078,10.4612,CASH,M,37,冻肉
96078,10.4612,CASH,M,37,啤酒
96078,10.4612,CASH,M,37,糖果
82096,44.5391,CASH,M,23,水果
82096,44.5391,CASH,M,23,蔬菜罐头
82096,44.5391,CASH,M,23,冻肉
82096,44.5391,CASH,M,23,啤酒
82096,44.5391,CASH,M,23,鱼类
82096,44.5391,CASH,M,23,糖果
41996,28.3472,CARD,F,48,乳制品
41996,28.3472,CARD,F,48,糖果
57207,39.1627,CHEQUE,M,48,乳制品
57207,39.1627,CHEQUE,M,48,白酒
57207,39.1627,CHEQUE,M,48,糖果
105816,22.6473,CARD,F,37,水果
105816,22.6473,CARD,F,37,乳制品
105816,22.6473,CARD,F,37,蔬菜罐头
94231,27.2609,CASH,M,28,肉罐头
94231,27.2609,CASH,M,28,冻肉
94231,27.2609,CASH,M,28,糖果
80869,10.0454,CARD,F,29,肉罐头
80869,10.0454,CARD,F,29,白酒
51939,43.2419,CARD,M,47,蔬菜罐头
51939,43.2419,CARD,M,47,冻肉
51939,43.2419,CARD,M,47,啤酒
51939,43.2419,CARD,M,47,白酒
89484,40.6552,CARD,M,47,蔬菜罐头
89484,40.6552,CARD,M,47,啤酒
99292,39.899,CARD,F,23,水果
99292,39.899,CARD,F,23,鲜肉
99292,39.899,CARD,F,23,软饮料
99292,39.899,CARD,F,23,鱼类
77232,28.7941,CHEQUE,M,22,水果
77232,28.7941,CHEQUE,M,22,乳制品
77232,28.7941,CHEQUE,M,22,鱼类
79535,37.048,CARD,F,50,肉罐头
10944,45.3278,CARD,M,46,鲜肉
10944,45.3278,CARD,M,46,乳制品
10944,45.3278,CARD,M,46,蔬菜罐头
10944,45.3278,CARD,M,46,冻肉
10944,45.3278,CARD,M,46,啤酒
42524,14.2989,CHEQUE,F,22,水果
42524,14.2989,CHEQUE,F,22,鲜肉
42524,14.2989,CHEQUE,F,22,乳制品
42524,14.2989,CHEQUE,F,22,软饮料
42524,14.2989,CHEQUE,F,22,鱼类
90360,15.1372,CASH,F,47,肉罐头
90360,15.1372,CASH,F,47,冻肉
90360,15.1372,CASH,F,47,啤酒
40090,41.4851,CHEQUE,F,25,蔬菜罐头
40090,41.4851,CHEQUE,F,25,冻肉
83003,49.2498,CHEQUE,F,47,软饮料
12694,15.8634,CASH,F,40,水果
12694,15.8634,CASH,F,40,糖果
79632,12.5362,CARD,M,43,蔬菜罐头
79632,12.5362,CARD,M,43,冻肉
79632,12.5362,CARD,M,43,啤酒
95354,35.3973,CHEQUE,M,35,鲜肉
95354,35.3973,CHEQUE,M,35,蔬菜罐头
95354,35.3973,CHEQUE,M,35,肉罐头
95354,35.3973,CHEQUE,M,35,冻肉
95354,35.3973,CHEQUE,M,35,啤酒
95354,35.3973,CHEQUE,M,35,软饮料
95354,35.3973,CHEQUE,M,35,鱼类
108596,39.33,CARD,M,44,肉罐头
108596,39.33,CARD,M,44,啤酒
44594,46.6746,CASH,F,50,白酒
44594,46.6746,CASH,F,50,糖果
24534,37.7386,CARD,F,22,水果
24534,37.7386,CARD,F,22,软饮料
24534,37.7386,CARD,F,22,糖果
27462,39.7479,CASH,F,39,啤酒
27462,39.7479,CASH,F,39,软饮料
108153,20.5804,CASH,F,32,软饮料
108153,20.5804,CASH,F,32,糖果
93974,46.5105,CASH,M,33,鲜肉
93974,46.5105,CASH,M,33,蔬菜罐头
93974,46.5105,CASH,M,33,软饮料
39042,49.8321,CASH,F,46,肉罐头
39042,49.8321,CASH,F,46,白酒
39042,49.8321,CASH,F,46,糖果
108718,15.6206,CASH,M,18,啤酒
108718,15.6206,CASH,M,18,鱼类
59071,28.0768,CHEQUE,F,35,肉罐头
59071,28.0768,CHEQUE,F,35,啤酒
59071,28.0768,CHEQUE,F,35,鱼类
72299,24.0273,CHEQUE,F,24,水果
72299,24.0273,CHEQUE,F,24,啤酒
72299,24.0273,CHEQUE,F,24,软饮料
72299,24.0273,CHEQUE,F,24,鱼类
52011,39.1196,CASH,F,25,啤酒
81745,15.9576,CARD,F,49,乳制品
81745,15.9576,CARD,F,49,软饮料
70428,23.6085,CARD,F,42,乳制品
70428,23.6085,CARD,F,42,蔬菜罐头
70428,23.6085,CARD,F,42,啤酒
70428,23.6085,CARD,F,42,白酒
70428,23.6085,CARD,F,42,软饮料
85182,11.92,CARD,M,22,水果
85182,11.92,CARD,M,22,鲜肉
85182,11.92,CARD,M,22,软饮料
85182,11.92,CARD,M,22,鱼类
62175,17.9183,CASH,M,16,水果
62175,17.9183,CASH,M,16,鲜肉
62175,17.9183,CASH,M,16,蔬菜罐头
62175,17.9183,CASH,M,16,肉罐头
62175,17.9183,CASH,M,16,冻肉
62175,17.9183,CASH,M,16,啤酒
62175,17.9183,CASH,M,16,鱼类
39715,28.2126,CASH,M,17,水果
97328,24.0255,CASH,F,24,乳制品
97328,24.0255,CASH,F,24,蔬菜罐头
50064,47.0822,CARD,M,20,水果
50064,47.0822,CARD,M,20,乳制品
50064,47.0822,CARD,M,20,蔬菜罐头
50064,47.0822,CARD,M,20,冻肉
50064,47.0822,CARD,M,20,啤酒
50064,47.0822,CARD,M,20,鱼类
72200,12.4526,CASH,F,48,水果
72200,12.4526,CASH,F,48,乳制品
72200,12.4526,CASH,F,48,鱼类
14301,39.9171,CASH,M,33,鲜肉
14301,39.9171,CASH,M,33,乳制品
14301,39.9171,CASH,M,33,蔬菜罐头
14301,39.9171,CASH,M,33,冻肉
14301,39.9171,CASH,M,33,啤酒
14301,39.9171,CASH,M,33,鱼类
14301,39.9171,CASH,M,33,糖果
50647,38.5632,CARD,M,25,蔬菜罐头
95443,47.9239,CARD,M,42,水果
95443,47.9239,CARD,M,42,白酒
65225,43.856,CHEQUE,F,48,乳制品
67809,10.3765,CHEQUE,F,39,冻肉
67809,10.3765,CHEQUE,F,39,软饮料
74314,38.7031,CARD,F,31,水果
74314,38.7031,CARD,F,31,肉罐头
74314,38.7031,CARD,F,31,冻肉
57102,19.9099,CASH,M,30,蔬菜罐头
57102,19.9099,CASH,M,30,冻肉
57102,19.9099,CASH,M,30,啤酒
57102,19.9099,CASH,M,30,鱼类
61011,18.1253,CASH,M,21,啤酒
61011,18.1253,CASH,M,21,糖果
52421,31.7355,CARD,M,16,水果
52421,31.7355,CARD,M,16,蔬菜罐头
52421,31.7355,CARD,M,16,肉罐头
52421,31.7355,CARD,M,16,冻肉
52421,31.7355,CARD,M,16,啤酒
52421,31.7355,CARD,M,16,白酒
52421,31.7355,CARD,M,16,软饮料
52421,31.7355,CARD,M,16,鱼类
17064,15.3259,CHEQUE,F,45,啤酒
28061,37.2245,CARD,F,43,鲜肉
28061,37.2245,CARD,F,43,蔬菜罐头
28061,37.2245,CARD,F,43,白酒
28061,37.2245,CARD,F,43,糖果
12291,41.9518,CASH,M,40,白酒
12291,41.9518,CASH,M,40,糖果
105095,48.0785,CASH,F,50,鲜肉
105095,48.0785,CASH,F,50,软饮料
89958,34.4239,CASH,F,27,乳制品
89958,34.4239,CASH,F,27,肉罐头
89958,34.4239,CASH,F,27,冻肉
89958,34.4239,CASH,F,27,鱼类
89958,34.4239,CASH,F,27,糖果
32432,28.3847,CHEQUE,M,34,鲜肉
32432,28.3847,CHEQUE,M,34,冻肉
32432,28.3847,CHEQUE,M,34,糖果
70063,28.3932,CHEQUE,M,35,白酒
42037,49.7612,CASH,M,25,肉罐头
109672,16.5297,CARD,M,20,蔬菜罐头
109672,16.5297,CARD,M,20,冻肉
109672,16.5297,CARD,M,20,啤酒
109672,16.5297,CARD,M,20,白酒
33891,12.0017,CARD,F,47,鲜肉
33891,12.0017,CARD,F,47,鱼类
44775,23.5745,CHEQUE,F,44,水果
44775,23.5745,CHEQUE,F,44,啤酒
44775,23.5745,CHEQUE,F,44,白酒
44775,23.5745,CHEQUE,F,44,鱼类
57101,20.7588,CARD,M,49,水果
57101,20.7588,CARD,M,49,冻肉
13564,31.583,CHEQUE,F,19,乳制品
28427,12.9735,CHEQUE,M,32,蔬菜罐头
28427,12.9735,CHEQUE,M,32,冻肉
28427,12.9735,CHEQUE,M,32,啤酒
28427,12.9735,CHEQUE,M,32,糖果
24864,24.6676,CASH,F,38,水果
24864,24.6676,CASH,F,38,蔬菜罐头
24864,24.6676,CASH,F,38,冻肉
61159,47.2278,CARD,M,21,水果
61159,47.2278,CARD,M,21,鲜肉
61159,47.2278,CARD,M,21,肉罐头
61159,47.2278,CARD,M,21,软饮料
61159,47.2278,CARD,M,21,鱼类
10645,18.4803,CARD,M,20,水果
10645,18.4803,CARD,M,20,鲜肉
10645,18.4803,CARD,M,20,蔬菜罐头
10645,18.4803,CARD,M,20,冻肉
10645,18.4803,CARD,M,20,啤酒
96076,24.4413,CASH,F,36,蔬菜罐头
96076,24.4413,CASH,F,36,鱼类
96076,24.4413,CASH,F,36,糖果
61342,26.5892,CASH,F,41,蔬菜罐头
61342,26.5892,CASH,F,41,肉罐头
61342,26.5892,CASH,F,41,啤酒
94754,45.0857,CASH,F,41,蔬菜罐头
94754,45.0857,CASH,F,41,肉罐头
94754,45.0857,CASH,F,41,白酒
94754,45.0857,CASH,F,41,软饮料
94754,45.0857,CASH,F,41,鱼类
94754,45.0857,CASH,F,41,糖果
37917,22.9288,CASH,F,26,水果
37917,22.9288,CASH,F,26,鲜肉
37917,22.9288,CASH,F,26,白酒
18517,42.5094,CARD,M,38,水果
18517,42.5094,CARD,M,38,鲜肉
18517,42.5094,CARD,M,38,蔬菜罐头
18517,42.5094,CARD,M,38,冻肉
18517,42.5094,CARD,M,38,啤酒
14107,12.9508,CARD,F,33,鲜肉
14107,12.9508,CARD,F,33,鱼类
91117,33.6103,CARD,M,21,水果
91117,33.6103,CARD,M,21,鱼类
28268,10.8787,CASH,M,26,乳制品
28268,10.8787,CASH,M,26,鱼类
76944,47.6155,CASH,F,34,啤酒
76944,47.6155,CASH,F,34,白酒
76944,47.6155,CASH,F,34,糖果
58485,35.5474,CHEQUE,M,27,水果
58485,35.5474,CHEQUE,M,27,冻肉
58485,35.5474,CHEQUE,M,27,糖果
82801,42.5439,CARD,M,28,蔬菜罐头
82801,42.5439,CARD,M,28,冻肉
82801,42.5439,CARD,M,28,白酒
54314,31.2939,CASH,F,44,鲜肉
106122,32.3362,CASH,M,22,乳制品
106122,32.3362,CASH,M,22,白酒
105188,44.3619,CASH,M,39,软饮料
73708,43.3068,CHEQUE,F,36,水果
73708,43.3068,CHEQUE,F,36,蔬菜罐头
73708,43.3068,CHEQUE,F,36,白酒
73708,43.3068,CHEQUE,F,36,软饮料
73708,43.3068,CHEQUE,F,36,鱼类
73708,43.3068,CHEQUE,F,36,糖果
72900,14.4639,CARD,M,17,水果
72900,14.4639,CARD,M,17,乳制品
